symbol,weight
TLV,20.68
SNP,15.29
SNG,13.23
H2O,12.4
TGN,6.8
BRD,6.74
DIGI,4.16
EL,4.13
M,3.61
SNN,3.43
TEL,2.14
PE,1.78
FP,1.17
ONE,1.11
AQ,0.69
TTS,0.6
TRP,0.58
ATB,0.53
SFG,0.47
CFH,0.46
