symbol,weight
TLV,18.38
SNP,16.49
SNG,14.67
H2O,11.29
BRD,6.87
TGN,6.09
EL,5.87
DIGI,5.29
M,2.96
SNN,2.65
TEL,2.22
PE,1.61
FP,1.08
ONE,1.03
CFH,0.79
AQ,0.75
TTS,0.62
ATB,0.48
TRP,0.44
SFG,0.42
