symbol,weight
WINE,0.14
TTS,0.65
TRP,0.67
TLV,18.88
TGN,6.52
TEL,2.21
SNP,16.96
SNN,3.88
SNG,11.73
SFG,0.55
PE,1.2
ONE,1.34
M,4.38
H2O,11.01
FP,1.53
EL,4.85
DIGI,4.66
BRD,7.16
ATB,0.69
AQ,0.98
