symbol,weight
TLV,18.78
SNP,16.15
SNG,14.08
H2O,11.78
BRD,6.7
EL,6.3
TGN,5.94
DIGI,5.02
M,3.03
SNN,2.65
TEL,2.0
PE,1.59
FP,1.07
ONE,1.04
CFH,0.99
AQ,0.87
TTS,0.63
ATB,0.48
SFG,0.46
TRP,0.43
