symbol,weight
TLV,19.57
SNP,17.88
SNG,12.05
H2O,10.43
BRD,7.32
TGN,6.56
EL,4.56
DIGI,4.5
M,3.91
SNN,3.65
TEL,2.19
FP,1.39
ONE,1.24
PE,1.16
AQ,0.8
ATB,0.78
TRP,0.67
TTS,0.65
SFG,0.55
WINE,0.15
