symbol,weight
TLV,19.85
SNP,16.54
SNG,11.99
H2O,10.98
TGN,7.16
BRD,7.16
DIGI,4.93
EL,4.27
M,3.94
SNN,3.49
TEL,2.42
PE,1.31
FP,1.28
ONE,1.24
AQ,0.86
TRP,0.65
ATB,0.65
TTS,0.61
SFG,0.53
WINE,0.14
