symbol,weight
TLV,19.51
SNP,16.23
SNG,11.57
H2O,11.33
BRD,7.43
TGN,6.48
DIGI,5.16
M,4.51
EL,4.48
SNN,3.53
TEL,2.16
FP,1.49
ONE,1.31
PE,1.19
AQ,0.95
TRP,0.69
TTS,0.67
ATB,0.65
SFG,0.54
WINE,0.14
