symbol,weight
TLV,18.6
SNP,15.81
H2O,12.99
SNG,12.69
BRD,7.33
TGN,6.44
EL,5.36
DIGI,5.04
M,3.25
SNN,3.07
TEL,2.32
PE,1.49
FP,1.12
ONE,1.04
AQ,0.78
CFH,0.64
TTS,0.57
ATB,0.52
TRP,0.47
SFG,0.45
