symbol,weight
TLV,20.67
SNP,15.86
SNG,12.15
H2O,11.97
TGN,6.98
BRD,6.91
DIGI,4.46
EL,4.04
M,3.84
SNN,3.67
TEL,2.29
PE,1.41
FP,1.21
ONE,1.1
AQ,0.73
TRP,0.61
TTS,0.6
SFG,0.51
ATB,0.51
CFH,0.49
