symbol,weight
WINE,0.14
TTS,0.66
TRP,0.67
TLV,18.84
TGN,6.42
TEL,2.23
SNP,17.02
SNN,3.9
SNG,11.72
SFG,0.53
PE,1.19
ONE,1.36
M,4.39
H2O,11.12
FP,1.56
EL,4.83
DIGI,4.66
BRD,7.11
ATB,0.69
AQ,0.95
