symbol,weight
TLV,18.34
SNP,14.59
H2O,13.37
SNG,13.37
BRD,7.63
TGN,6.64
EL,5.2
DIGI,5.09
M,3.52
SNN,3.14
TEL,2.12
PE,1.49
FP,1.16
ONE,1.01
AQ,0.72
CFH,0.62
TTS,0.56
ATB,0.53
TRP,0.48
SFG,0.43
