symbol,weight
TLV,19.62
SNP,16.62
SNG,11.87
H2O,11.33
TGN,7.55
BRD,7.1
DIGI,4.83
EL,4.45
M,3.63
SNN,3.5
TEL,2.51
FP,1.29
PE,1.28
ONE,1.15
AQ,0.82
TRP,0.64
TTS,0.58
ATB,0.58
SFG,0.51
WINE,0.14
