symbol,weight
TLV,18.17
SNP,15.82
SNG,14.39
H2O,12.1
BRD,7.12
TGN,6.28
EL,5.94
DIGI,5.25
M,3.05
SNN,2.62
TEL,2.25
PE,1.54
FP,1.04
ONE,1.02
AQ,0.8
CFH,0.72
TTS,0.56
ATB,0.48
TRP,0.44
SFG,0.41
