symbol,weight
WINE,0.14
TTS,0.68
TRP,0.67
TLV,19.47
TGN,6.57
TEL,2.21
SNP,16.37
SNN,3.72
SNG,11.37
SFG,0.56
PE,1.21
ONE,1.35
M,4.63
H2O,11.17
FP,1.57
EL,4.7
DIGI,4.79
BRD,7.2
ATB,0.67
AQ,0.96
