symbol,weight
TLV,19.46
SNP,16.4
H2O,11.49
SNG,11.27
BRD,7.61
TGN,6.75
DIGI,5.01
EL,4.42
M,4.34
SNN,3.47
TEL,2.31
FP,1.46
ONE,1.27
PE,1.22
AQ,0.93
TRP,0.67
TTS,0.66
ATB,0.61
SFG,0.52
WINE,0.13
