symbol,weight
TLV,18.65
SNP,16.04
SNG,14.33
H2O,11.58
BRD,6.84
EL,6.15
TGN,6.07
DIGI,5.32
M,2.81
SNN,2.73
TEL,2.01
PE,1.58
FP,1.08
ONE,1.06
CFH,0.95
AQ,0.81
TTS,0.61
SFG,0.49
ATB,0.46
TRP,0.43
