symbol,weight
WINE,0.14
TTS,0.68
TRP,0.68
TLV,19.21
TGN,6.54
TEL,2.22
SNP,16.63
SNN,3.82
SNG,11.44
SFG,0.55
PE,1.23
ONE,1.37
M,4.63
H2O,11.04
FP,1.55
EL,4.73
DIGI,4.74
BRD,7.17
ATB,0.68
AQ,0.96
