symbol,weight
TLV,19.32
SNP,16.09
H2O,12.8
SNG,12.65
BRD,7.01
TGN,6.34
EL,5.3
DIGI,4.92
M,3.14
SNN,2.96
TEL,2.42
PE,1.55
FP,1.11
ONE,1.01
AQ,0.79
CFH,0.62
TTS,0.55
ATB,0.51
TRP,0.47
SFG,0.43
