symbol,weight
TLV,18.69
SNP,16.08
SNG,14.39
H2O,11.64
BRD,6.82
EL,6.22
TGN,5.98
DIGI,5.03
M,2.88
SNN,2.74
TEL,2.05
PE,1.61
FP,1.06
ONE,1.03
CFH,0.94
AQ,0.84
TTS,0.61
SFG,0.48
ATB,0.47
TRP,0.43
