symbol,weight
TLV,18.58
SNP,15.79
SNG,14.17
H2O,11.82
BRD,7.02
TGN,6.16
EL,6.03
DIGI,5.36
M,3.02
SNN,2.64
TEL,2.22
PE,1.55
FP,1.08
ONE,1.02
AQ,0.83
CFH,0.81
TTS,0.56
ATB,0.48
TRP,0.45
SFG,0.41
