symbol,weight
TLV,18.25
SNP,16.13
SNG,15.33
H2O,11.02
BRD,6.95
EL,6.31
TGN,5.71
DIGI,5.26
M,2.95
SNN,2.6
TEL,2.22
PE,1.64
FP,1.05
ONE,1.01
CFH,0.84
AQ,0.73
TTS,0.61
SFG,0.48
ATB,0.47
TRP,0.43
