symbol,weight
TLV,18.39
SNP,16.59
SNG,14.25
H2O,12.06
BRD,7.01
TGN,6.2
EL,5.45
DIGI,4.94
M,3.06
SNN,2.84
TEL,2.24
PE,1.58
FP,1.06
ONE,1.0
AQ,0.78
CFH,0.65
TTS,0.54
ATB,0.49
TRP,0.45
SFG,0.42
