symbol,weight
TLV,19.86
SNP,16.75
SNG,11.76
H2O,10.89
TGN,7.29
BRD,7.27
DIGI,5.0
EL,4.29
M,3.7
SNN,3.5
TEL,2.46
FP,1.32
PE,1.3
ONE,1.23
AQ,0.85
TRP,0.65
ATB,0.63
TTS,0.58
SFG,0.52
WINE,0.14
