symbol,weight
TLV,18.21
SNP,16.06
SNG,15.38
H2O,11.09
BRD,7.04
EL,6.42
TGN,5.62
DIGI,5.19
M,2.8
SNN,2.59
TEL,2.19
PE,1.63
FP,1.07
ONE,1.02
CFH,0.89
AQ,0.78
TTS,0.61
SFG,0.48
ATB,0.47
TRP,0.43
