symbol,weight
TLV,20.4
SNP,15.31
SNG,13.58
H2O,12.72
BRD,6.68
TGN,6.61
EL,4.39
DIGI,4.23
M,3.43
SNN,3.33
TEL,2.07
PE,1.63
FP,1.21
ONE,1.05
AQ,0.66
TTS,0.6
ATB,0.57
TRP,0.54
CFH,0.52
SFG,0.47
