symbol,weight
TLV,19.62
SNP,15.09
SNG,12.75
H2O,12.56
BRD,6.97
TGN,6.55
DIGI,5.17
EL,5.06
SNN,3.53
M,3.3
TEL,2.21
PE,1.58
FP,1.2
ONE,1.09
AQ,0.71
TTS,0.58
ATB,0.54
CFH,0.53
TRP,0.5
SFG,0.46
