symbol,weight
TLV,20.48
SNP,16.19
SNG,11.72
H2O,11.67
TGN,7.0
BRD,6.89
DIGI,4.99
EL,4.32
M,3.83
SNN,3.48
TEL,2.31
PE,1.34
FP,1.23
ONE,1.11
AQ,0.77
TRP,0.6
TTS,0.56
ATB,0.52
CFH,0.51
SFG,0.48
