symbol,weight
TLV,20.79
SNP,15.85
SNG,11.67
H2O,11.64
TGN,7.1
BRD,7.06
DIGI,4.8
EL,4.26
M,3.87
SNN,3.44
TEL,2.33
PE,1.31
FP,1.25
ONE,1.12
AQ,0.79
TRP,0.61
TTS,0.57
ATB,0.52
SFG,0.51
CFH,0.51
