symbol,weight
TLV,20.58
SNP,15.15
SNG,13.46
H2O,12.76
BRD,6.76
TGN,6.67
EL,4.1
DIGI,4.09
M,3.52
SNN,3.38
TEL,2.11
PE,1.83
FP,1.14
ONE,1.08
AQ,0.68
TTS,0.61
TRP,0.58
ATB,0.54
CFH,0.47
SFG,0.47
