symbol,weight
TLV,18.75
SNP,15.31
SNG,12.95
H2O,12.69
BRD,7.07
TGN,6.62
DIGI,5.22
EL,5.2
SNN,3.46
M,3.31
TEL,2.21
PE,1.57
FP,1.21
ONE,1.08
AQ,0.71
TTS,0.57
ATB,0.57
CFH,0.54
TRP,0.51
SFG,0.47
