symbol,weight
TLV,18.55
SNP,16.47
SNG,13.75
H2O,12.25
BRD,7.1
TGN,6.22
EL,5.41
DIGI,5.03
M,3.09
SNN,2.88
TEL,2.26
PE,1.56
FP,1.09
ONE,1.03
AQ,0.8
CFH,0.6
TTS,0.55
ATB,0.5
TRP,0.45
SFG,0.42
