symbol,weight
TLV,20.59
SNP,15.43
SNG,13.11
H2O,12.85
BRD,6.88
TGN,6.59
DIGI,4.19
EL,4.13
M,3.49
SNN,3.38
TEL,2.1
PE,1.71
FP,1.17
ONE,1.05
AQ,0.67
TTS,0.61
ATB,0.56
TRP,0.55
CFH,0.48
SFG,0.48
