symbol,weight
TLV,18.24
SNP,16.04
SNG,15.35
H2O,11.11
BRD,7.02
EL,6.28
TGN,5.71
DIGI,5.26
M,2.85
SNN,2.61
TEL,2.21
PE,1.65
FP,1.07
ONE,1.01
CFH,0.84
AQ,0.73
TTS,0.61
SFG,0.5
ATB,0.47
TRP,0.43
