symbol,weight
TLV,18.44
SNP,15.11
SNG,13.31
H2O,12.89
BRD,7.25
TGN,6.72
DIGI,5.25
EL,5.16
SNN,3.31
M,3.23
TEL,2.21
PE,1.57
FP,1.18
ONE,1.07
AQ,0.71
TTS,0.56
ATB,0.54
CFH,0.53
TRP,0.49
SFG,0.46
