symbol,weight
TLV,18.5
SNP,14.84
SNG,13.32
H2O,12.84
BRD,7.29
TGN,6.79
DIGI,5.31
EL,5.23
SNN,3.31
M,3.24
TEL,2.21
PE,1.57
FP,1.18
ONE,1.07
AQ,0.73
TTS,0.56
ATB,0.54
CFH,0.53
TRP,0.49
SFG,0.45
