symbol,weight
TLV,18.46
SNP,15.84
SNG,14.36
H2O,11.93
BRD,6.97
TGN,6.21
EL,5.89
DIGI,5.32
M,3.03
SNN,2.68
TEL,2.23
PE,1.53
FP,1.08
ONE,1.0
AQ,0.82
CFH,0.77
TTS,0.55
ATB,0.48
TRP,0.44
SFG,0.41
