symbol,weight
TLV,18.63
SNP,16.18
SNG,14.33
H2O,11.38
BRD,6.91
TGN,6.16
EL,5.9
DIGI,5.32
M,3.0
SNN,2.73
TEL,2.22
PE,1.56
FP,1.09
ONE,1.04
AQ,0.84
CFH,0.78
TTS,0.59
ATB,0.49
TRP,0.44
SFG,0.42
