symbol,weight
TLV,20.9
SNP,16.07
SNG,11.79
H2O,11.33
TGN,7.29
BRD,6.85
DIGI,4.95
EL,4.31
M,3.45
SNN,3.42
TEL,2.43
PE,1.36
FP,1.23
ONE,1.09
AQ,0.8
TRP,0.61
TTS,0.56
ATB,0.52
CFH,0.51
SFG,0.5
