symbol,weight
TLV,18.44
SNP,16.22
SNG,14.86
H2O,11.29
BRD,6.95
EL,5.98
TGN,5.87
DIGI,5.23
M,2.98
SNN,2.65
TEL,2.24
PE,1.63
FP,1.09
ONE,1.02
CFH,0.81
AQ,0.76
TTS,0.63
ATB,0.48
TRP,0.44
SFG,0.42
