symbol,weight
TLV,19.7
SNP,18.22
SNG,11.88
H2O,10.6
BRD,6.99
TGN,6.35
EL,4.63
DIGI,4.52
M,3.94
SNN,3.52
TEL,2.2
FP,1.37
ONE,1.26
PE,1.17
AQ,0.82
ATB,0.79
TRP,0.67
TTS,0.65
SFG,0.56
WINE,0.15
