symbol,weight
TLV,20.85
SNP,16.0
H2O,12.14
SNG,12.09
TGN,6.95
BRD,6.88
DIGI,4.44
EL,3.89
M,3.72
SNN,3.58
TEL,2.26
PE,1.52
FP,1.21
ONE,1.1
AQ,0.7
TRP,0.6
TTS,0.59
ATB,0.52
SFG,0.5
CFH,0.45
